===== ranking_results/ranking_results (7).txt =====
md file name: /content/validation/MAR-17-352-01 HatMan - Safety System Targeted Malware (Update B).md

md file name: /content/validation/KillDisk Variant Hits Latin American Finance Industry _ Trend Micro (US).md

md file name: /content/validation/Malware Shuts Down German Nuclear Power Plant on Chernobyl's 30th Anniversary.md

md file name: /content/validation/joint-advisory-shows-new-sandworm-malware-cyclops-blink-replaces-vpnfilter.md

md file name: /content/validation/KillDisk Variant Hits Latin American Financial Groups _ Trend Micro (US).md

md file name: /content/validation/Win32_Industroyer.md

===== ranking_results/ranking_results (8).txt =====
md file name: /content/validation/MAR-17-352-01 HatMan - Safety System Targeted Malware (Update B).md

md file name: /content/validation/KillDisk Variant Hits Latin American Financial Groups _ Trend Micro (US).md

md file name: /content/validation/joint-advisory-shows-new-sandworm-malware-cyclops-blink-replaces-vpnfilter.md

md file name: /content/validation/Win32_Industroyer.md

md file name: /content/validation/KillDisk Variant Hits Latin American Finance Industry _ Trend Micro (US).md

md file name: /content/validation/Malware Shuts Down German Nuclear Power Plant on Chernobyl's 30th Anniversary.md

===== ranking_results/ranking_results _first.txt =====
md file name: /content/validation/2010-071400-3123-99.md

| 1 | `Symdiag tool` → `Mentioned` | CORRECT | It's a generic tool name that cannot be used directly for automated detection. |
| 5 | MIFR-10130295_stix.xml </sites/default/files/publications/mifr-10130295_stix.xml> → Actionable | CORRECT | The STIX XML file is specified with a complete, unique path which is actionable for detection. |
| 6 | TA-17-181B_IOCS.CSV </sites/default/files/publications/ta-17-181b_iocs.csv> → Actionable | CORRECT | The fully qualified CSV file identifier allows for exact matching, qualifying it as actionable. |
| 7 | PsExec → Described | CORRECT | "PsExec" is a well-known tool name that is generic in nature and requires additional context for precise detection. |
| 8 | WMI → Mentioned | CORRECT | "WMI" refers to a built-in Windows component and is mentioned conceptually, not as a unique detection artifact. |
| 9 | EternalBlue → Described | CORRECT | While recognized as an exploit name, "EternalBlue" lacks a unique artifact for automated detection, making it described. |
| 10 | EternalRomance → Described | CORRECT | Similar to EternalBlue, the exploit name "EternalRomance" is non‑unique and requires further context, thus it is described. |

| 11 | MS17-010 → Actionable | CORRECT | This vulnerability identifier is complete and unambiguous, making it directly matchable. |
| 12 | EternalBlue → Actionable | INCORRECT — should be "Mentioned" because it is a generic exploit name that is conceptually referenced rather than a concrete, matchable indicator. | It lacks the precise structure required for automated detection. |
| 13 | EternalRomance → Actionable | INCORRECT — should be "Mentioned" because it is merely the name of an exploit technique and not a unique technical artifact that can be directly matched. | It is a conceptual reference rather than a complete, actionable indicator. |

| 14 | Mimikatz → Described | CORRECT | "Mimikatz" is a tool name that is widely recognized but not unique enough on its own to drive automated detection. |
| 15 | WMIC → Described | CORRECT | "WMIC" is a standard Windows command-line utility, and its generic nature requires contextual enrichment for detection. |
| 16 | psexec.exe → Described | CORRECT | "psexec.exe" is an exact file name but is a common SysInternals tool and thus ambiguous without additional indicators. |
| 17 | EternalBlue → Described | CORRECT | "EternalBlue" is a widely known exploit name and serves as a descriptive reference rather than a unique, directly actionable indicator. |
| 18 | M.E.Doc → Described | CORRECT | "M.E.Doc" is the name of a legitimate software product implicated in the compromise, making it a descriptive reference.

| 19 | MS17-010 → Actionable | CORRECT | "MS17-010" is a unique and complete vulnerability bulletin identifier that can be matched directly. |
| 20 | CVE-2017-0144 → Actionable | CORRECT | "CVE-2017-0144" is a complete, specific CVE identifier, making it directly actionable. |
| 21 | CVE-2017-0145 → Actionable | CORRECT | "CVE-2017-0145" is a complete and unique CVE identifier that meets the actionable criteria. |

| 22 | hxxp://mischapuk6hyrn72[.]onion/ → Actionable | CORRECT | This is a complete, specific URL (even if obfuscated) that can be used for direct detection. |
| 23 | hxxp://petya3jxfp2f7g3i[.]onion/ → Actionable | CORRECT | The observable is a fully formed URL which is actionable by matching its entire string. |
| 24 | hxxp://petya3sen7dyko2n[.]onion/ → Actionable | CORRECT | The URL is complete and uniquely identifiable, making it actionable for detection measures. |
| 25 | hxxp://mischa5xyix2mrhd[.]onion/MZ2MMJ → Actionable | CORRECT | The observable provides a full URL with a specific path component, ensuring its actionability. |
| 26 | hxxp://mischapuk6hyrn72[.]onion/MZ2MMJ → Actionable | CORRECT | This full and unique URL, despite being obfuscated, remains actionable due to its specificity. |
| 27 | hxxp://petya3jxfp2f7g3i[.]onion/MZ2MMJ → Actionable | CORRECT | Contains a unique path as part of a complete URL, thus being directly actionable. |
| 28 | hxxp://petya3sen7dyko2n[.]onion/MZ2MMJ → Actionable | CORRECT | The observable is a complete URL with clear unique elements, making it directly actionable. |

| 29 | `sid:2001569` → `Actionable` | CORRECT | The IDS rule ID is a complete, unique string that can be directly matched in detection systems. |
| 30 | `445` → `Described` | INCORRECT — should be "Actionable" because the port number is a complete and exact indicator that can be directly used in matching network traffic. | Port numbers are precise identifiers usable in detection rules. |
| 31 | `sid:2012063` → `Actionable` | CORRECT | The IDS rule ID is a complete, unique indicator easily matched by detection rules. |
| 32 | `CVE-2009-3103` → `Actionable` | CORRECT | CVE identifiers are exact and sufficiently detailed to be used directly in detection mechanisms. |
| 33 | `Microsoft SRV2.SYS` → `Described` | CORRECT | A standalone filename without a full path tends to be ambiguous and is appropriately categorized as described. |
| 34 | `sid:2024297` → `Actionable` | CORRECT | The IDS rule ID is complete and uniquely identifiable for automated detection. |
| 35 | `MS17-010` → `Actionable` | CORRECT | The vulnerability patch identifier is complete and specific, making it directly actionable. |
| 36 | `ETERNALBLUE` → `Described` | CORRECT | As an exploit name, it is a conceptual reference that requires additional context before being actionable. |
| 37 | `sid:42944` → `Actionable` | CORRECT | The IDS rule ID is a full, unique string suitable for direct matching in detection systems. |
| 38 | `sid:42340` → `Actionable` | CORRECT | The IDS rule ID is complete and can be precisely matched for detection purposes. |
| 39 | `sid:41984` → `Actionable` | CORRECT | The IDS rule ID is a clear, unique indicator that can drive automated detection. |
| 40 | `SMBv1` → `Mentioned` | CORRECT | The protocol version is a generic reference and not a unique artifact, making it non-actionable. |

| 41 | </ncas/alerts/ta16-250a> → Actionable | CORRECT | The relative URL string is specific and can be matched exactly in logs. |
| 42 | MS17-010 → Described | CORRECT | As a vulnerability identifier, it requires additional context to drive an automated detection. |
| 43 | PSEXEC → Described | CORRECT | The tool’s name is generic and ambiguous despite being useful for context, so it isn’t a unique, actionable indicator. |
| 44 | TCP port 445 → Actionable | CORRECT | This specific port number is a complete identifier that can be directly used to filter network traffic. |
| 45 | UDP ports 137-138 → Actionable | CORRECT | The defined UDP port range is specific enough to be used in detection rules. |
| 46 | TCP port 139 → Actionable | CORRECT | A distinct port number allowing for precise network filtering, making it actionable. |
| 47 | SMBv1 → Described | CORRECT | Although it specifies a protocol version, it still requires contextual verification during detection. |
| 48 | SMB → Mentioned | CORRECT | A generic protocol reference that cannot be turned into a precise detection signature. |
| 49 | WMI → Mentioned | CORRECT | As a broad technology reference, it does not offer a unique, actionable string for automated detection. |

| 50 | NCCICcustomerservice@hq.dhs.gov → Actionable | CORRECT | The full email address is a unique, exact indicator that can be directly matched for detection. |
| 51 | 888-282-0870 → Actionable | CORRECT | The complete phone number is a unique identifier suitable for actionable detection. |

| 52 | secure.com/2017/06/30/eternal-petya-from-a-developers-perspective → Actionable | CORRECT | It is a complete URL string that can be uniquely detected. |
| 53 | us/library/cc771551(v=ws.11).aspx → Described | CORRECT | As a relative URL path lacking a domain, it requires additional context for automated detection. |
| 54 | MS17-010 → Described | CORRECT | The vulnerability ID is a reference needing enrichment and is not directly actionable. |
| 55 | Emerging Threats 2001569 → Described | CORRECT | This IDS rule identifier is descriptive and serves as a reference, not a direct detection string. |
| 56 | Emerging Threats 2012063 → Described | CORRECT | Like other rule IDs, it is a reference identifier that requires additional context to act upon. |
| 57 | Emerging Threats 2024297 → Described | CORRECT | It is an IDS rule identifier provided for reference, thus appropriately ranked as Described. |
| 58 | TA16-091A → Described | CORRECT | The US-CERT alert identifier is descriptive and not sufficiently complete for direct automated detection. |

| 59 | MIFR-10130295_stix.xml → Actionable | Validator output CORRECT | The filename is complete, unique, and directly searchable. |
| 60 | TA-17-181B_IOCs.csv → Actionable | Validator output CORRECT | The complete filename is a unique indicator that can be directly used in detections. |
| 61 | TA-17-181A_IOCs.csv → Actionable | Validator output CORRECT | The filename is fully specified and unique, making it actionable. |
| 62 | USA.gov → Actionable | Validator output CORRECT | The domain is complete and directly actionable as a unique identifier. |

md file name: /content/validation/Mitigation Strategies for Stuxnet - SCADAhacker.md

| 1 | `SCADAhacker.com` → `Actionable` | CORRECT | The domain is fully qualified and can be directly used for detection in DNS logs. 

| 2 | "Stuxnet-like attacks" → "Mentioned" | CORRECT | It is a conceptual description that lacks actionable details. |
| 3 | "CSFI Stuxnet Project" → "Mentioned" | CORRECT | It is a project name provided as contextual information rather than a detectable artifact. |

| 4 | MS08-067 → Actionable | CORRECT | The vulnerability identifier is unique and can be matched directly in detection rules. |
| 5 | ISA-99 → Mentioned | CORRECT | It is a conceptual reference to a security standard and not directly actionable. |
| 6 | Windows XP → Described | CORRECT | The operating system name is generic and common, requiring additional context for detection. |
| 7 | Windows 2000 → Described | CORRECT | It is a generic legacy OS reference that is more descriptive than directly actionable. |

| 8 | `Security Information and Event Management (SIEM) systems` → `Mentioned` | CORRECT | It’s a generic reference to a category of systems rather than a specific, actionable indicator. |
| 9 | `intrusion monitoring systems` → `Mentioned` | CORRECT | The term describes a broad category without unique attributes that enable direct detection. |
| 10 | `Extrusion Detection` → `Mentioned` | CORRECT | It refers to a conceptual mechanism rather than a concrete, searchable indicator. |
| 11 | `passive vulnerability scanners (PVS)` → `Mentioned` | CORRECT | It’s a generic reference to a class of tools rather than an actionable, unique identifier. |
| 12 | `IDS` → `Mentioned` | CORRECT | "IDS" is an abbreviated, non-specific term that does not provide an exact indicator for detection. |
| 13 | `SCADA honeypot` → `Mentioned` | CORRECT | The observable is a conceptual decoy system reference rather than a specific, actionable entity. |
| 14 | `zero-days` → `Mentioned` | CORRECT | It’s a generic term for a class of vulnerabilities and does not serve as a unique, detectable indicator. |

| 15 | `ICSCSLorg` → `Actionable` | CORRECT | The observable is a complete domain identifier extracted from DNS logs that can be directly matched. |
